"scn","year","variable","description","unit","value","met"
"harvest_45_1day_above",2027,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0548307560384274,"met2"
"harvest_45_1day_above",2028,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0557672580083211,"met2"
"harvest_45_1day_above",2029,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0571640245616436,"met2"
"harvest_45_1day_above",2030,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0582545225818952,"met2"
"harvest_45_1day_above",2031,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0798511113971472,"met2"
"harvest_45_1day_above",2032,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0462559498846531,"met2"
"harvest_45_1day_above",2033,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0713294086356958,"met2"
"harvest_45_1day_above",2034,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.146958863983552,"met2"
"harvest_45_1day_above",2035,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0965869519859552,"met2"
"harvest_45_1day_above",2036,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.106600314378738,"met2"
"harvest_45_1day_above",2037,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.155201390385628,"met2"
"harvest_45_1day_above",2038,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.165627372761567,"met2"
"harvest_45_1day_above",2039,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.165978861351808,"met2"
"harvest_45_1day_above",2040,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0900051842133204,"met2"
"harvest_45_1day_above",2041,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.095077874759833,"met2"
"harvest_45_1day_above",2042,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0563030205667019,"met2"
"harvest_45_1day_above",2043,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.0794724399844806,"met2"
"harvest_45_1day_above",2044,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.158486922581991,"met2"
"harvest_45_1day_above",2045,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.104142397642136,"met2"
"harvest_45_1day_above",2046,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.113640156884988,"met2"
"harvest_45_1day_above",2047,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.165844584504763,"met2"
"harvest_45_1day_above",2048,"NEP_patch","Annual  Net Ecosystem productivity","kg/m2",0.175685461610556,"met2"
"harvest_45_1day_above",1901,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.00581051404959454,"met2"
"harvest_45_1day_above",1902,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.0127045046565322,"met2"
"harvest_45_1day_above",1903,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.0245553750032625,"met2"
"harvest_45_1day_above",1904,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.0423212292295998,"met2"
"harvest_45_1day_above",1905,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.0652283672730085,"met2"
"harvest_45_1day_above",1906,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.0989567281482884,"met2"
"harvest_45_1day_above",1907,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.139203315869062,"met2"
"harvest_45_1day_above",1908,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.203720156165727,"met2"
"harvest_45_1day_above",1909,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.252924824113109,"met2"
"harvest_45_1day_above",1910,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.264959980550252,"met2"
"harvest_45_1day_above",1911,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.326144946841332,"met2"
"harvest_45_1day_above",1912,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.385763275087151,"met2"
"harvest_45_1day_above",1913,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.447949609963124,"met2"
"harvest_45_1day_above",1914,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.505106873473978,"met2"
"harvest_45_1day_above",1915,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.532777801784041,"met2"
"harvest_45_1day_above",1916,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.613182612423228,"met2"
"harvest_45_1day_above",1917,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.672392712516408,"met2"
"harvest_45_1day_above",1918,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.772707801054587,"met2"
"harvest_45_1day_above",1919,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.658853902976183,"met2"
"harvest_45_1day_above",1920,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.454329317359048,"met2"
"harvest_45_1day_above",1921,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.275852197290733,"met2"
"harvest_45_1day_above",1922,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.316650681723735,"met2"
"harvest_45_1day_above",1923,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.406600490267834,"met2"
"harvest_45_1day_above",1924,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.434209427541041,"met2"
"harvest_45_1day_above",1925,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.435561353527771,"met2"
"harvest_45_1day_above",1926,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.509386539697129,"met2"
"harvest_45_1day_above",1927,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.554142363143807,"met2"
"harvest_45_1day_above",1928,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.546667105584623,"met2"
"harvest_45_1day_above",1929,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.325909450810105,"met2"
"harvest_45_1day_above",1930,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.349106338319593,"met2"
"harvest_45_1day_above",1931,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.266220205347967,"met2"
"harvest_45_1day_above",1932,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.360510453205562,"met2"
"harvest_45_1day_above",1933,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.437208742721752,"met2"
"harvest_45_1day_above",1934,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.456049783345284,"met2"
"harvest_45_1day_above",1935,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.449777563545689,"met2"
"harvest_45_1day_above",1936,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.52683082672438,"met2"
"harvest_45_1day_above",1937,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.571371062278705,"met2"
"harvest_45_1day_above",1938,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.503743949019476,"met2"
"harvest_45_1day_above",1939,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.286180383088334,"met2"
"harvest_45_1day_above",1940,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.304244019701584,"met2"
"harvest_45_1day_above",1941,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.270334180211206,"met2"
"harvest_45_1day_above",1942,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.353411339209547,"met2"
"harvest_45_1day_above",1943,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.417709318230805,"met2"
"harvest_45_1day_above",1944,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.434900435935097,"met2"
"harvest_45_1day_above",1945,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.430033146219383,"met2"
"harvest_45_1day_above",1946,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.497231911691112,"met2"
"harvest_45_1day_above",1947,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.533325613191377,"met2"
"harvest_45_1day_above",1948,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.49720346643549,"met2"
"harvest_45_1day_above",1949,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.309506799638362,"met2"
"harvest_45_1day_above",1950,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.334443463689683,"met2"
"harvest_45_1day_above",1951,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.259350184334197,"met2"
"harvest_45_1day_above",1952,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.351774774439802,"met2"
"harvest_45_1day_above",1953,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.42096768207337,"met2"
"harvest_45_1day_above",1954,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.435001070231335,"met2"
"harvest_45_1day_above",1955,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.428250952319251,"met2"
"harvest_45_1day_above",1956,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.490500434554123,"met2"
"harvest_45_1day_above",1957,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.525577424496453,"met2"
"harvest_45_1day_above",1958,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.48610662989216,"met2"
"harvest_45_1day_above",1959,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.306568043929134,"met2"
"harvest_45_1day_above",1960,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.330767641558562,"met2"
"harvest_45_1day_above",1961,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.258249687695968,"met2"
"harvest_45_1day_above",1962,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.350195734591931,"met2"
"harvest_45_1day_above",1963,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.418080529205706,"met2"
"harvest_45_1day_above",1964,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.430753915651552,"met2"
"harvest_45_1day_above",1965,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.423832437931428,"met2"
"harvest_45_1day_above",1966,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.48630710252067,"met2"
"harvest_45_1day_above",1967,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.519356830057953,"met2"
"harvest_45_1day_above",1968,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.482231088314931,"met2"
"harvest_45_1day_above",1969,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.309004705596116,"met2"
"harvest_45_1day_above",1970,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.328334614857404,"met2"
"harvest_45_1day_above",1971,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.256723451387951,"met2"
"harvest_45_1day_above",1972,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.347733540488653,"met2"
"harvest_45_1day_above",1973,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.41491530941693,"met2"
"harvest_45_1day_above",1974,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.426733300826595,"met2"
"harvest_45_1day_above",1975,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.42025905028449,"met2"
"harvest_45_1day_above",1976,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.479607934796921,"met2"
"harvest_45_1day_above",1977,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.512773839876564,"met2"
"harvest_45_1day_above",1978,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.477533997063429,"met2"
"harvest_45_1day_above",1979,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.379932297882341,"met2"
"harvest_45_1day_above",1980,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.282476098177515,"met2"
"harvest_45_1day_above",1981,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.360885135182088,"met2"
"harvest_45_1day_above",1982,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.426880285920602,"met2"
"harvest_45_1day_above",1983,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.43809415329961,"met2"
"harvest_45_1day_above",1984,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.428337660911657,"met2"
"harvest_45_1day_above",1985,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.493079167001691,"met2"
"harvest_45_1day_above",1986,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.527251998425844,"met2"
"harvest_45_1day_above",1987,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.473626958357565,"met2"
"harvest_45_1day_above",1988,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.293515929193508,"met2"
"harvest_45_1day_above",1989,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.237983450286506,"met2"
"harvest_45_1day_above",1990,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.269970573908614,"met2"
"harvest_45_1day_above",1991,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.280860536978311,"met2"
"harvest_45_1day_above",1992,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.317758374423695,"met2"
"harvest_45_1day_above",1993,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.435586977843025,"met2"
"harvest_45_1day_above",1994,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.425186654491422,"met2"
"harvest_45_1day_above",1995,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.423157882949987,"met2"
"harvest_45_1day_above",1996,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.369354021277404,"met2"
"harvest_45_1day_above",1997,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.424715752229759,"met2"
"harvest_45_1day_above",1998,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.562384932334606,"met2"
"harvest_45_1day_above",1999,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.516726882679723,"met2"
"harvest_45_1day_above",2000,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.519775546259726,"met2"
"harvest_45_1day_above",2001,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.584093405316357,"met2"
"harvest_45_1day_above",2002,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.47606065228606,"met2"
"harvest_45_1day_above",2003,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.33037332436172,"met2"
"harvest_45_1day_above",2004,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.361111404883264,"met2"
"harvest_45_1day_above",2005,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.539948070344253,"met2"
"harvest_45_1day_above",2006,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.637979939757495,"met2"
"harvest_45_1day_above",2007,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.638829471159146,"met2"
"harvest_45_1day_above",2008,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.650666536634549,"met2"
"harvest_45_1day_above",2009,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.620704997947788,"met2"
"harvest_45_1day_above",2010,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.670872287482051,"met2"
"harvest_45_1day_above",2011,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.666406375552454,"met2"
"harvest_45_1day_above",2012,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.644386274321706,"met2"
"harvest_45_1day_above",2013,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.587813271658226,"met2"
"harvest_45_1day_above",2014,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.458040082018054,"met2"
"harvest_45_1day_above",2015,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.326955802073527,"met2"
"harvest_45_1day_above",2016,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.296973554847604,"met2"
"harvest_45_1day_above",2017,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.288850612842477,"met2"
"harvest_45_1day_above",2018,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.28583376946507,"met2"
"harvest_45_1day_above",2019,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.25809051662519,"met2"
"harvest_45_1day_above",2020,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.266567602077017,"met2"
"harvest_45_1day_above",2021,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.269622798864414,"met2"
"harvest_45_1day_above",2022,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.269975941241257,"met2"
"harvest_45_1day_above",2023,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.270081898045611,"met2"
"harvest_45_1day_above",2024,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.269922819799044,"met2"
"harvest_45_1day_above",2025,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.269629813962537,"met2"
"harvest_45_1day_above",2026,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.269493292702053,"met2"
"harvest_45_1day_above",2027,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.269428245450482,"met2"
"harvest_45_1day_above",2028,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.269031865497969,"met2"
"harvest_45_1day_above",2029,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.268882488520234,"met2"
"harvest_45_1day_above",2030,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.268721821071593,"met2"
"harvest_45_1day_above",2031,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.28138121792197,"met2"
"harvest_45_1day_above",2032,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.254436861461485,"met2"
"harvest_45_1day_above",2033,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.313911988393098,"met2"
"harvest_45_1day_above",2034,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.363983076053052,"met2"
"harvest_45_1day_above",2035,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.362304257941651,"met2"
"harvest_45_1day_above",2036,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.369582728289367,"met2"
"harvest_45_1day_above",2037,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.414544680054044,"met2"
"harvest_45_1day_above",2038,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.436139218589212,"met2"
"harvest_45_1day_above",2039,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.443859945177954,"met2"
"harvest_45_1day_above",2040,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.362106960233932,"met2"
"harvest_45_1day_above",2041,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.318370091902603,"met2"
"harvest_45_1day_above",2042,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.273639391654475,"met2"
"harvest_45_1day_above",2043,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.327151940658148,"met2"
"harvest_45_1day_above",2044,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.3801257236952,"met2"
"harvest_45_1day_above",2045,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.37570703089235,"met2"
"harvest_45_1day_above",2046,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.382319707101826,"met2"
"harvest_45_1day_above",2047,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.430450025387537,"met2"
"harvest_45_1day_above",2048,"GPP_patch","Annual  Gross primary productivity","kgC/m2",0.453288423721188,"met2"
"harvest_45_1day_above",1901,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.00430226464833944,"met3"
"harvest_45_1day_above",1902,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.00913501489154063,"met3"
"harvest_45_1day_above",1903,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.0178041484544458,"met3"
"harvest_45_1day_above",1904,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.028635661022213,"met3"
"harvest_45_1day_above",1905,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.0432372285260376,"met3"
"harvest_45_1day_above",1906,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.0684466665020239,"met3"
"harvest_45_1day_above",1907,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.0935553050946233,"met3"
"harvest_45_1day_above",1908,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.138478568377107,"met3"
"harvest_45_1day_above",1909,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.163581774595139,"met3"
"harvest_45_1day_above",1910,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.165761864770902,"met3"
"harvest_45_1day_above",1911,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.212277135301807,"met3"
"harvest_45_1day_above",1912,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.248049723436045,"met3"
"harvest_45_1day_above",1913,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.29413391055993,"met3"
"harvest_45_1day_above",1914,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.314327323793395,"met3"
"harvest_45_1day_above",1915,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.323133446368467,"met3"
"harvest_45_1day_above",1916,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.40415183537105,"met3"
"harvest_45_1day_above",1917,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.430133445908977,"met3"
"harvest_45_1day_above",1918,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.504431735404896,"met3"
"harvest_45_1day_above",1919,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.386647109119648,"met3"
"harvest_45_1day_above",1920,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.248629573292273,"met3"
"harvest_45_1day_above",1921,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.143239868121574,"met3"
"harvest_45_1day_above",1922,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.218163114017097,"met3"
"harvest_45_1day_above",1923,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.273697942042823,"met3"
"harvest_45_1day_above",1924,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.264438663690222,"met3"
"harvest_45_1day_above",1925,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.258802546806838,"met3"
"harvest_45_1day_above",1926,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.338967530433845,"met3"
"harvest_45_1day_above",1927,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.353753595176414,"met3"
"harvest_45_1day_above",1928,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.344519954184314,"met3"
"harvest_45_1day_above",1929,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.160663105929477,"met3"
"harvest_45_1day_above",1930,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.224783217639496,"met3"
"harvest_45_1day_above",1931,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.152635490992524,"met3"
"harvest_45_1day_above",1932,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.239413856228532,"met3"
"harvest_45_1day_above",1933,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.291844591745921,"met3"
"harvest_45_1day_above",1934,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.274473597433048,"met3"
"harvest_45_1day_above",1935,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.2647195709774,"met3"
"harvest_45_1day_above",1936,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.351731716540906,"met3"
"harvest_45_1day_above",1937,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.364330883726253,"met3"
"harvest_45_1day_above",1938,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.307077402473075,"met3"
"harvest_45_1day_above",1939,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.136793188888772,"met3"
"harvest_45_1day_above",1940,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.207011573544329,"met3"
"harvest_45_1day_above",1941,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.163026111110109,"met3"
"harvest_45_1day_above",1942,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.229789050900792,"met3"
"harvest_45_1day_above",1943,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.277495169552068,"met3"
"harvest_45_1day_above",1944,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.26164057419243,"met3"
"harvest_45_1day_above",1945,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.253436851051148,"met3"
"harvest_45_1day_above",1946,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.330618180303402,"met3"
"harvest_45_1day_above",1947,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.339014808576837,"met3"
"harvest_45_1day_above",1948,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.307953667690422,"met3"
"harvest_45_1day_above",1949,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.156300909035366,"met3"
"harvest_45_1day_above",1950,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.214794336124676,"met3"
"harvest_45_1day_above",1951,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.149258203066494,"met3"
"harvest_45_1day_above",1952,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.231927471301214,"met3"
"harvest_45_1day_above",1953,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.280186673290891,"met3"
"harvest_45_1day_above",1954,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.260713791136587,"met3"
"harvest_45_1day_above",1955,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.252358653078055,"met3"
"harvest_45_1day_above",1956,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.32608029995841,"met3"
"harvest_45_1day_above",1957,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.3338545709219,"met3"
"harvest_45_1day_above",1958,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.300387428173322,"met3"
"harvest_45_1day_above",1959,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.15587570754913,"met3"
"harvest_45_1day_above",1960,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.212084303733112,"met3"
"harvest_45_1day_above",1961,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.148825299788417,"met3"
"harvest_45_1day_above",1962,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.230471188350587,"met3"
"harvest_45_1day_above",1963,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.278162809976071,"met3"
"harvest_45_1day_above",1964,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.258067532609743,"met3"
"harvest_45_1day_above",1965,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.249594606417673,"met3"
"harvest_45_1day_above",1966,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.3232877482866,"met3"
"harvest_45_1day_above",1967,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.329656837134769,"met3"
"harvest_45_1day_above",1968,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.298371525913189,"met3"
"harvest_45_1day_above",1969,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.158580878689115,"met3"
"harvest_45_1day_above",1970,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.209324997185364,"met3"
"harvest_45_1day_above",1971,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.148027493384808,"met3"
"harvest_45_1day_above",1972,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.228679270004028,"met3"
"harvest_45_1day_above",1973,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.276022068983651,"met3"
"harvest_45_1day_above",1974,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.255481745524078,"met3"
"harvest_45_1day_above",1975,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.247559433616865,"met3"
"harvest_45_1day_above",1976,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.318538145483086,"met3"
"harvest_45_1day_above",1977,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.325422869750603,"met3"
"harvest_45_1day_above",1978,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.29570488590349,"met3"
"harvest_45_1day_above",1979,"NPP_patch","Annual  Net primary productivity","kgC/m2",0.221790348211824,"met3"
