"year","month","t_index","nbdsf","nddsf","vbdsf","vddsf","prate","dlwrf","pres","hgt","ugrd","vgrd","sh","tmp"
1900,4,120.5,61.361236467489,41.6753798168514,46.2900555807373,45.1483281349223,8.38456550813539e-06,261.927083333333,99570.2261067708,50,-0.524486903349558,-0.00684971412022895,0.00261047302168057,270.193348439534
1900,8,124.5,52.0713661887148,43.7834329692426,39.2819078265743,47.4320523833462,1.91726938530477e-05,328.152217741935,98991.9379725302,50,1.62613144997627,-0.676030828106788,0.00650653135474591,286.298534147201
1900,12,124.5,5.52770156710938,10.2928353526549,4.17002048045093,11.1505716320428,5.56683763048096e-06,204.105594758065,99017.6483114919,50,2.10818159580231,0.652278284872732,0.00104460772701948,256.490397484072
1900,2,112.5,15.5688184357255,17.4076884884481,11.7448981181789,18.8583291958187,9.12249182372094e-06,200.557477678571,100389.264822824,50,-0.421391363654818,-0.90546635219029,0.000531937265707581,249.629285880498
1900,1,124.5,4.35775136325302,9.75379807361668,3.28742646701544,10.5666145797514,7.14150837972803e-06,211.122227822581,99443.9937310988,50,2.42196576826034,-0.614520803574593,0.000631490239503628,252.057976630426
1900,7,124.5,87.6430992377924,51.4823719312103,66.1167239864048,55.7725695921445,1.70474718900437e-05,353.318296370968,99059.8374180948,50,0.849185216811395,-0.288578783312152,0.00853608891127571,291.756273085071
1900,6,120.5,83.9790131340674,52.1110810449958,63.3525888555245,56.4536711320789,1.70720997470927e-05,324.280208333333,98884.747265625,50,1.43251924912135,-0.0519025961558025,0.00631616723355061,286.433120854696
1900,3,124.5,44.0213731880959,30.5267489791246,33.2091060892654,33.070644727385,1.22432047591179e-05,222.687752016129,99521.5344632057,50,0.314623517374839,-0.961911282231731,0.00131125597697739,258.885331061579
1900,5,124.5,60.142079423245,44.0930364085836,45.3703406175357,47.7674561092989,3.3227669538229e-05,295.631804435484,99334.1415070565,50,-1.38397714784068,-2.01545726099322,0.00415282159238198,278.117370851578
1900,11,120.5,8.96724530947707,13.7516355288614,6.76476400539498,14.8976051562665,1.56884700951719e-05,236.5484375,99231.1179361979,50,1.31939526398977,-1.67283713420232,0.00173952249703386,263.139186477661
1900,10,124.5,18.7462230453911,21.4722470532842,14.1418875605582,23.2616009743912,1.58994408593564e-05,278.263608870968,99099.0242565524,50,-0.0994523955929664,-0.19414339142461,0.00325595508629997,272.858006877284
1900,9,120.5,36.8873438061331,32.3858486369405,27.8272944502408,35.0846693566856,1.52683445522846e-05,306.933072916667,99065.0948567708,50,0.792683680852254,-0.885912005106608,0.0048421455702434,280.18167737325
1901,4,120.5,94.8820208339255,39.2464758766944,71.577664839628,42.5170155330855,3.61398228885349e-06,246.543489583333,99545.4369791667,50,0.342341347535452,0.245264335473378,0.00315468808500251,273.996984481812
1901,8,124.5,51.2001714826618,43.670705500115,38.6246907676221,47.3099309584579,3.23540290981841e-05,344.344758064516,98734.5202242943,50,1.14553027768289,-0.134356679454927,0.00800274253912991,288.219489435996
1901,12,124.5,4.22226057499203,9.02287988931062,3.18521411797644,9.77478654675317,1.33139764207601e-05,199.727318548387,99540.0874495968,50,3.59664097909004,-1.15646379224716,0.000571451784942896,250.355230454476
1901,2,116.5,18.9040806314786,18.8069045220793,14.2609731079576,20.3741465655859,8.80429045748392e-06,218.800377155172,99770.8323679957,50,1.15621603357381,-0.359380512401975,0.000970156213764406,255.999304475455
1901,1,124.5,8.31605252730981,12.3100482818133,6.27351331007582,13.3358856386311,9.57327088099255e-06,195.806199596774,99635.1040511593,50,1.3017915333471,-0.829144127907292,0.000589524574523591,250.23404447494
1901,7,124.5,75.4140047657433,52.2836067931598,56.8912667531046,56.6405740259231,2.00299273028316e-05,348.058971774194,98681.4092741935,50,1.88581926976481,-0.150928478087148,0.00801325642744139,290.453067164267
1901,6,120.5,77.5470859368159,50.2530657900498,58.5004332505804,54.4408212725539,1.63418041936231e-05,322.390104166667,99066.7505859375,50,-0.644467616081238,-1.23706620136897,0.00609844232482525,285.142515563965
1901,3,124.5,38.5395997451747,29.5334631178155,29.0737331410967,31.9945850443002,1.13730598520042e-05,227.061491935484,99256.1550844254,50,0.92530817754807,-0.0439701041867659,0.00136669411192763,259.64680997787
1901,5,124.5,73.3738187843015,43.7678323481332,55.3521790828941,47.4151517104776,9.76601743670507e-06,306.524193548387,99118.7270665323,50,-0.634107624330828,-1.21844255155133,0.00491520466804955,283.277066015428
1901,11,120.5,8.72110460758229,12.8680369094044,6.57907891449191,13.9403733185214,7.51428370883896e-06,237.682552083333,99122.1755533854,50,1.50531311432521,-0.0455429951349894,0.00188366467955348,264.350087356567
1901,10,124.5,19.0526785273362,21.686689524594,14.373073275008,23.4939136516435,1.7368199835329e-05,276.1875,99259.1237714214,50,1.46146750065588,-1.96908602791448,0.00319950936283285,272.594873120708
1901,9,120.5,29.8376435096634,31.6003133602835,22.5090994897461,34.2336728069737,2.89089101552268e-05,312.079427083333,99077.0696289062,50,0.188863023122151,-0.775855580965678,0.004990116408347,279.847001012166
1902,4,120.5,58.8011587282372,40.1633597551687,44.3587688651614,43.5103064014327,1.48194019757704e-05,252.572916666667,99356.2882161458,50,-1.16970061858495,-0.78070566256841,0.00241038329719837,268.538290405273
1902,8,124.5,76.3016618551555,44.6148605574351,57.560902803012,48.3327656038881,2.19784032448134e-05,345.215725806452,99218.2982925907,50,-0.197856610821139,0.152910301762243,0.00885250656715324,291.071514006584
1902,12,124.5,4.97117208452939,9.86778208161871,3.7501824497327,10.6900972550869,4.09832831733108e-06,216.41935483871,99211.5573021673,50,0.835404192247698,0.33260380068133,0.00110408744671252,256.741670977685
1902,2,112.5,17.3783022474619,18.8133702792194,13.1099473094888,20.381151135821,7.92363357430905e-06,223.723772321429,99045.7376883371,50,1.81723884599549,-0.249940574169159,0.00138682086253539,258.159457002367
1902,1,124.5,7.98061467377158,11.8153045218048,6.02046370126628,12.7999132319552,6.0131248944837e-06,209.129788306452,99533.1700793851,50,2.6009575743829,-1.04652649356473,0.000953103901279504,254.656481712095
1902,7,124.5,82.4072003689626,49.6965903533349,62.1668353660595,53.8379728827795,1.90012874360272e-05,350.860131048387,98926.1943359375,50,1.57617410921281,0.0781413201362855,0.00852454476238739,291.232621715915
1902,6,120.5,74.193532744135,50.8606105838863,55.9705597894352,55.0989947992101,2.77721922643988e-05,322.228645833333,98583.8755208333,50,0.246087372303009,-0.267348905404409,0.00626602023645925,285.172937138875
1902,3,124.5,37.2732541663777,29.973972297923,28.1184198097235,32.4718033227499,1.16243994767084e-05,248.255040322581,99386.1111706149,50,0.263512446034339,-1.20602227410963,0.00206417046079408,265.364356379355
1902,5,124.5,86.3438385082262,45.602297896837,65.1365799272584,49.40248938824,1.0628717496084e-05,283.443044354839,99482.3072706653,50,0.201880466553473,-0.8583606789189,0.00380431322170602,280.083813944171
1902,11,120.5,9.7970016999818,13.6968933052785,7.39072058068802,14.8383010807184,8.93125745960825e-06,252.409114583333,99157.3909179687,50,0.39546928803126,0.279864386717479,0.00249418174886766,268.074851989746
1902,10,124.5,18.172537789965,19.4748947048765,13.7091074555876,21.0978025969496,1.91477994808604e-05,278.376764112903,99072.572328629,50,0.735030777992741,0.461142805314833,0.00325342487861147,272.897408762286
1902,9,120.5,49.417113807053,33.9893018583143,37.2795770825137,36.8217436798405,2.27618376544355e-05,302.768489583333,99263.3137044271,50,1.04371438026428,-0.57811807791392,0.00532623879650297,282.125979105632
1903,4,120.5,70.4027743566694,38.457078173331,53.1108648655576,41.6618346877753,8.80290248642298e-06,239.835677083333,99324.8016276042,50,-0.166251476605733,-0.190294826030731,0.00229404754694163,267.375156211853
1903,8,124.5,57.8394089134726,43.6345612519593,43.633238303146,47.2707746896226,2.33197153494948e-05,332.454133064516,99219.2077242943,50,0.81992979203501,-0.300043498316119,0.0072383325023111,286.432038091844
1903,12,124.5,3.58635260809844,8.59632488350284,2.70549407277602,9.31268529046141,1.63886945852404e-05,222.696572580645,99143.4293724798,50,0.780565927105565,-0.801814444603459,0.000902521064363687,254.204289713214
1903,2,112.5,20.1948050691462,18.7205975473457,15.2346775083033,20.2806473429578,1.13868218362916e-05,207.498046875,99429.9676688058,50,2.43990586485182,-0.241210188184466,0.000868896059143611,253.701669352395
1903,1,124.5,8.19720922398455,11.8723042723895,6.18385959002343,12.8616629617552,8.30424156335196e-06,167.913558467742,99508.7843686996,50,2.687050127214,-0.865436823137344,0.000310021990821218,243.617657384565
1903,7,124.5,77.8083524967969,50.4539902299822,58.697529076531,54.6584894158141,3.31825277563739e-05,344.361391129032,98863.2995841734,50,0.665172100067139,-0.090847861382269,0.00843707996518201,289.664472641483
