"scn","year","variable","description","unit","treatment","met","baseline","value","severity"
"harvest_45",19,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.34709310717881,1981,1.40635861394306,-0.0430548036455257,"45 %"
"harvest_65",19,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.29712281748652,1981,1.40635861394306,-0.0808552262054519,"65 %"
"harvest_85",19,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.20843605448802,1981,1.40635861394306,-0.151676813933627,"85 %"
"harvest_45",20,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.34930751596888,1981,1.40773412150641,-0.0423898960353213,"45 %"
"harvest_65",20,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.30155559629202,1981,1.40773412150641,-0.0784212441173955,"65 %"
"harvest_85",20,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.21779342802862,1981,1.40773412150641,-0.144940850162631,"85 %"
"harvest_45",21,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.35292720980942,1981,1.41039926248292,-0.0416022805526647,"45 %"
"harvest_65",21,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.30666208763917,1981,1.41039926248292,-0.076396968417629,"65 %"
"harvest_85",21,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.22862315115829,1981,1.41039926248292,-0.137978676089991,"85 %"
"harvest_45",22,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.35351046919823,1981,1.40999554966887,-0.0408849831713924,"45 %"
"harvest_65",22,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.31044100038707,1981,1.40999554966887,-0.0732228260430176,"65 %"
"harvest_85",22,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.23537984055777,1981,1.40999554966887,-0.132208062125137,"85 %"
"harvest_45",23,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.35594479429225,1981,1.41125749796629,-0.0399826729485223,"45 %"
"harvest_65",23,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.31416798879703,1981,1.41125749796629,-0.0712773922177823,"65 %"
"harvest_85",23,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.24368223361671,1981,1.41125749796629,-0.126404626992135,"85 %"
"harvest_45",24,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.35820205012957,1981,1.41220743767917,-0.0389922356759857,"45 %"
"harvest_65",24,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.31778343580663,1981,1.41220743767917,-0.0692029289804672,"65 %"
"harvest_85",24,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.25186255822579,1981,1.41220743767917,-0.120521549941452,"85 %"
"harvest_45",25,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.36187323989968,1981,1.41469314073523,-0.0380515115997779,"45 %"
"harvest_65",25,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.32239049300551,1981,1.41469314073523,-0.0674715676045432,"65 %"
"harvest_85",25,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.26075578543047,1981,1.41469314073523,-0.115201275061916,"85 %"
"harvest_45",26,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.36209910735488,1981,1.41412112861872,-0.037481256483183,"45 %"
"harvest_65",26,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.32522659376264,1981,1.41412112861872,-0.0649247686319368,"65 %"
"harvest_85",26,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.26633330869178,1981,1.41412112861872,-0.110382661530951,"85 %"
"harvest_45",27,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.36457356624305,1981,1.41538768075407,-0.0365614987558612,"45 %"
"harvest_65",27,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.32900743124386,1981,1.41538768075407,-0.0629711015801275,"65 %"
"harvest_85",27,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.27337562230726,1981,1.41538768075407,-0.105732128266255,"85 %"
"harvest_45",28,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.36693291986982,1981,1.41640658800801,-0.0355536069946607,"45 %"
"harvest_65",28,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.33265186411639,1981,1.41640658800801,-0.0609522525969468,"65 %"
"harvest_85",28,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.28221173149844,1981,1.41640658800801,-0.0995365904423126,"85 %"
"harvest_45",29,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.37073969468474,1981,1.41862032314142,-0.0343342786175378,"45 %"
"harvest_65",29,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.33712869447966,1981,1.41862032314142,-0.0591602462362738,"65 %"
"harvest_85",29,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.28689713776112,1981,1.41862032314142,-0.0974507944987117,"85 %"
"harvest_45",30,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.37077875124911,1981,1.41827398600678,-0.0340616195656398,"45 %"
"harvest_65",30,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.33931983262301,1981,1.41827398600678,-0.0572787319764804,"65 %"
"harvest_85",30,"Rh","Annual  Heterotrophic respiration","MgC ha-1 year-1",1.29220645253857,1981,1.41827398600678,-0.0930894438969596,"85 %"
"harvest_45",0,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.05538126081228,1981,1.25048954039812,-0.169633020664273,"45 %"
"harvest_65",0,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",0.892445320884387,1981,1.25048954039812,-0.337325139285445,"65 %"
"harvest_85",0,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",0.658849415679773,1981,1.25048954039812,-0.640795381835052,"85 %"
"harvest_45",1,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.20530201743046,1981,1.24613785495361,-0.0333188798396352,"45 %"
"harvest_65",1,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.11446348329385,1981,1.24613785495361,-0.111675944044806,"65 %"
"harvest_85",1,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",0.952892440060775,1981,1.24613785495361,-0.268302298521664,"85 %"
"harvest_45",2,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.23247802257538,1981,1.24307735512654,-0.00856324800213749,"45 %"
"harvest_65",2,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.19081264982621,1981,1.24307735512654,-0.0429540701283883,"65 %"
"harvest_85",2,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.09724833319585,1981,1.24307735512654,-0.124784512685152,"85 %"
"harvest_45",3,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.24947370340427,1981,1.2391376743714,0.00830671157299154,"45 %"
"harvest_65",3,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.23631556828817,1981,1.2391376743714,-0.0022800732061599,"65 %"
"harvest_85",3,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.19707596798738,1981,1.2391376743714,-0.0345338239221063,"85 %"
"harvest_45",4,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.26191566387812,1981,1.23720520486434,0.0197759657402953,"45 %"
"harvest_65",4,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.26911299924056,1981,1.23720520486434,0.0254632618719648,"65 %"
"harvest_85",4,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.26671509196361,1981,1.23720520486434,0.0235720390402687,"85 %"
"harvest_45",5,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.26569475978613,1981,1.2307616447409,0.0279879875259109,"45 %"
"harvest_65",5,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.28661453723907,1981,1.2307616447409,0.0443811777774723,"65 %"
"harvest_85",5,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.31583839654923,1981,1.2307616447409,0.0668408252767343,"85 %"
"harvest_45",6,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.27670394877593,1981,1.23229589313269,0.0354027075228812,"45 %"
"harvest_65",6,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.29966241617997,1981,1.23229589313269,0.0532255416115519,"65 %"
"harvest_85",6,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.36132047822078,1981,1.23229589313269,0.0995761592872307,"85 %"
"harvest_45",7,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.28434551258882,1981,1.22543302675088,0.0469549871120001,"45 %"
"harvest_65",7,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.31007899840673,1981,1.22543302675088,0.0667931667635192,"65 %"
"harvest_85",7,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.38251333187024,1981,1.22543302675088,0.120608824915041,"85 %"
"harvest_45",8,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.28163177520037,1981,1.22406506290038,0.0459567517663978,"45 %"
"harvest_65",8,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.31832445661227,1981,1.22406506290038,0.0741842405967564,"65 %"
"harvest_85",8,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.39659105489651,1981,1.22406506290038,0.13185696785309,"85 %"
"harvest_45",9,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.27856851865848,1981,1.22117388993502,0.0459285063317229,"45 %"
"harvest_65",9,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.32811032235622,1981,1.22117388993502,0.0839445206796326,"65 %"
"harvest_85",9,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.40833899378777,1981,1.22117388993502,0.142598390402969,"85 %"
"harvest_45",10,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.28152774025996,1981,1.22040100395679,0.0488734167928357,"45 %"
"harvest_65",10,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.33628414322933,1981,1.22040100395679,0.0907132380529921,"65 %"
"harvest_85",10,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.4147836342454,1981,1.22040100395679,0.147797114237264,"85 %"
"harvest_45",11,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.27951023479303,1981,1.21498598406712,0.0517448346636523,"45 %"
"harvest_65",11,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.34164042770863,1981,1.21498598406712,0.0991605240450719,"65 %"
"harvest_85",11,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.41443216552337,1981,1.21498598406712,0.151995613125569,"85 %"
"harvest_45",12,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.27455544968446,1981,1.21399904290835,0.0486775466394279,"45 %"
"harvest_65",12,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.33896701037884,1981,1.21399904290835,0.0979785246406881,"65 %"
"harvest_85",12,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.41728988538186,1981,1.21399904290835,0.154826612366887,"85 %"
"harvest_45",13,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.26842511196931,1981,1.21332503855228,0.0444115050336421,"45 %"
"harvest_65",13,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.33159240086873,1981,1.21332503855228,0.0930109633360387,"65 %"
"harvest_85",13,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.41635375718276,1981,1.21332503855228,0.154721235989318,"85 %"
"harvest_45",14,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.27128350238005,1981,1.21087153752645,0.0486866426415786,"45 %"
"harvest_65",14,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.32937047630548,1981,1.21087153752645,0.0933651248136638,"65 %"
"harvest_85",14,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.42023285230001,1981,1.21087153752645,0.159480459383061,"85 %"
"harvest_45",15,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.27161834388971,1981,1.20904579758644,0.0504589243173886,"45 %"
"harvest_65",15,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.32934878269831,1981,1.20904579758644,0.0948577337869111,"65 %"
"harvest_85",15,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.41779836267233,1981,1.20904579758644,0.159273768134836,"85 %"
"harvest_45",16,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.26739539206028,1981,1.20202403515577,0.0529570902754686,"45 %"
"harvest_65",16,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.32171101868153,1981,1.20202403515577,0.0949202916132007,"65 %"
"harvest_85",16,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.41107797622681,1981,1.20202403515577,0.160347102555604,"85 %"
"harvest_45",17,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.26007451365391,1981,1.20287655542294,0.0464550392540258,"45 %"
"harvest_65",17,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.31172193835179,1981,1.20287655542294,0.0866249130468087,"65 %"
"harvest_85",17,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.3989694416523,1981,1.20287655542294,0.151020034670078,"85 %"
"harvest_45",18,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.2631514792641,1981,1.20249286293983,0.0492129844576934,"45 %"
"harvest_65",18,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.31573454787334,1981,1.20249286293983,0.0899983134192163,"65 %"
"harvest_85",18,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.39385047058264,1981,1.20249286293983,0.147673252349883,"85 %"
"harvest_45",19,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.25788868715366,1981,1.19842439889908,0.0484269772481606,"45 %"
"harvest_65",19,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.30768343806267,1981,1.19842439889908,0.0872495107781713,"65 %"
"harvest_85",19,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.38160564005375,1981,1.19842439889908,0.142238636968865,"85 %"
"harvest_45",20,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.25365775078535,1981,1.19343400001526,0.0492306132098671,"45 %"
"harvest_65",20,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.30402635782957,1981,1.19343400001526,0.0886218106183784,"65 %"
"harvest_85",20,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.37538244326909,1981,1.19343400001526,0.141896967262671,"85 %"
"harvest_45",21,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.24775319049756,1981,1.19272040824095,0.04510773094974,"45 %"
"harvest_65",21,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.29442495604356,1981,1.19272040824095,0.0818297917299421,"65 %"
"harvest_85",21,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.36781534800927,1981,1.19272040824095,0.136978075149194,"85 %"
"harvest_45",22,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.25111114233732,1981,1.19202899436156,0.0483751778579495,"45 %"
"harvest_65",22,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.29305576284726,1981,1.19202899436156,0.0813513331023187,"65 %"
"harvest_85",22,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.36262077838182,1981,1.19202899436156,0.133752995834302,"85 %"
"harvest_45",23,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.24596443027258,1981,1.19169436395168,0.0445337431403302,"45 %"
"harvest_65",23,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.28975231200457,1981,1.19169436395168,0.0790740640553298,"65 %"
"harvest_85",23,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.35537392149369,1981,1.19169436395168,0.128701243399802,"85 %"
"harvest_45",24,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.24415631095568,1981,1.18481890608867,0.048867697274541,"45 %"
"harvest_65",24,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.28568181147178,1981,1.18481890608867,0.0816992291752108,"65 %"
"harvest_85",24,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.34753710279862,1981,1.18481890608867,0.128688616923835,"85 %"
"harvest_45",25,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.2364333247145,1981,1.18170664956172,0.045271177171124,"45 %"
"harvest_65",25,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.27245674530665,1981,1.18170664956172,0.0739897702023947,"65 %"
"harvest_85",25,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.33551883200804,1981,1.18170664956172,0.122360147798278,"85 %"
"harvest_45",26,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.23616517831882,1981,1.1849628140529,0.0423025959744298,"45 %"
"harvest_65",26,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.27894024054209,1981,1.1849628140529,0.0763204043771977,"65 %"
"harvest_85",26,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.33466355502605,1981,1.1849628140529,0.118967847834444,"85 %"
"harvest_45",27,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.23142144332329,1981,1.181249084572,0.0415967222589551,"45 %"
"harvest_65",27,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.27278043578068,1981,1.181249084572,0.074631402055027,"65 %"
"harvest_85",27,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.32559284567833,1981,1.181249084572,0.115287365211531,"85 %"
"harvest_45",28,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.23033912231525,1981,1.18018871794144,0.0416154844340113,"45 %"
"harvest_65",28,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.26938239981731,1981,1.18018871794144,0.072856126683262,"65 %"
"harvest_85",28,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.32235674808423,1981,1.18018871794144,0.113741203705542,"85 %"
"harvest_45",29,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.22412255654732,1981,1.17273555447658,0.0428852064747141,"45 %"
"harvest_65",29,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.26055609434843,1981,1.17273555447658,0.0722138678193337,"65 %"
"harvest_85",29,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.30678544441859,1981,1.17273555447658,0.108231161842648,"85 %"
"harvest_45",30,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.22811102618774,1981,1.17392680297295,0.0451228667854938,"45 %"
"harvest_65",30,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.25809213767449,1981,1.17392680297295,0.069242025933375,"65 %"
"harvest_85",30,"NEP","Annual  Net Ecosystem productivity","MgC ha-1 year-1",1.30633853375912,1981,1.17392680297295,0.106873840417179,"85 %"
"harvest_45",0,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",3.97887947702531,1981,4.32932275228762,-0.0844108803125812,"45 %"
"harvest_65",0,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",3.72707469370561,1981,4.32932275228762,-0.149787459996284,"65 %"
"harvest_85",0,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",3.38505828662413,1981,4.32932275228762,-0.246039996226375,"85 %"
"harvest_45",1,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.19291938961748,1981,4.32759578753775,-0.0316148994223043,"45 %"
"harvest_65",1,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.01901632876083,1981,4.32759578753775,-0.0739749640859751,"65 %"
"harvest_85",1,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",3.72226432639539,1981,4.32759578753775,-0.150679969436522,"85 %"
"harvest_45",2,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.26271671242525,1981,4.32474298137285,-0.0144460294039228,"45 %"
"harvest_65",2,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.14882394677389,1981,4.32474298137285,-0.0415278045842868,"65 %"
"harvest_85",2,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",3.92856139985372,1981,4.32474298137285,-0.096079409496412,"85 %"
"harvest_45",3,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.28728896688354,1981,4.32255971904912,-0.00819316360980163,"45 %"
"harvest_65",3,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.19987946387278,1981,4.32255971904912,-0.028791928538958,"65 %"
"harvest_85",3,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.05335798958381,1981,4.32255971904912,-0.0643020835306026,"85 %"
"harvest_45",4,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29580340535523,1981,4.32240588348071,-0.00617357080235283,"45 %"
"harvest_65",4,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.22538297923656,1981,4.32240588348071,-0.0227022620332337,"65 %"
"harvest_85",4,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.1265112178341,1981,4.32240588348071,-0.0463798561741236,"85 %"
"harvest_45",5,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29418493061452,1981,4.31674243737013,-0.00523928663943578,"45 %"
"harvest_65",5,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.23912286282479,1981,4.31674243737013,-0.0181446765144789,"65 %"
"harvest_85",5,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.16971197800051,1981,4.31674243737013,-0.0346540889806936,"85 %"
"harvest_45",6,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29629801614763,1981,4.31922878680865,-0.00532313933489488,"45 %"
"harvest_65",6,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.2451527737088,1981,4.31922878680865,-0.0172990565362322,"65 %"
"harvest_85",6,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.19945254835347,1981,4.31922878680865,-0.028122693583608,"85 %"
"harvest_45",7,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29987112149799,1981,4.31323279477151,-0.00310264084170435,"45 %"
"harvest_65",7,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.25131819340523,1981,4.31323279477151,-0.014458593347556,"65 %"
"harvest_85",7,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.20681058955454,1981,4.31323279477151,-0.024982910439871,"85 %"
"harvest_45",8,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.2936895751745,1981,4.31234474660642,-0.00433537677258,"45 %"
"harvest_65",8,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.25842731460024,1981,4.31234474660642,-0.0125818637795654,"65 %"
"harvest_85",8,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.21242283332929,1981,4.31234474660642,-0.0234438039093206,"85 %"
"harvest_45",9,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29303000655121,1981,4.31299534190018,-0.00463985878704,"45 %"
"harvest_65",9,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.27030558490331,1981,4.31299534190018,-0.00994724742028541,"65 %"
"harvest_85",9,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.21825679768213,1981,4.31299534190018,-0.0222106760628191,"85 %"
"harvest_45",10,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29663175029463,1981,4.31114212475005,-0.00337146128853054,"45 %"
"harvest_65",10,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.27647401033346,1981,4.31114212475005,-0.00807402245398886,"65 %"
"harvest_85",10,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.22084152230276,1981,4.31114212475005,-0.0211683421166832,"85 %"
"harvest_45",11,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29999953022022,1981,4.30584369328195,-0.00135818508618598,"45 %"
"harvest_65",11,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.28235544117897,1981,4.30584369328195,-0.00546990359653902,"65 %"
"harvest_85",11,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.22353787571623,1981,4.30584369328195,-0.0192999625389664,"85 %"
"harvest_45",12,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29655426701456,1981,4.30693924688394,-0.002414132095589,"45 %"
"harvest_65",12,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.28022150407898,1981,4.30693924688394,-0.00622273875953108,"65 %"
"harvest_85",12,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.23225176892384,1981,4.30693924688394,-0.0174933158054436,"85 %"
"harvest_45",13,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.28977815545572,1981,4.30951686957601,-0.00459078301870354,"45 %"
"harvest_65",13,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.28083320680823,1981,4.30951686957601,-0.00667813747154271,"65 %"
"harvest_85",13,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.23976084330229,1981,4.30951686957601,-0.0163189398350174,"85 %"
"harvest_45",14,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29484533719065,1981,4.30640139617004,-0.00268706765213082,"45 %"
"harvest_65",14,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.28163800248995,1981,4.30640139617004,-0.0057669652320018,"65 %"
"harvest_85",14,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.24982421739162,1981,4.30640139617004,-0.0132249910055074,"85 %"
"harvest_45",15,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29821112077279,1981,4.30529654170132,-0.00164710088218899,"45 %"
"harvest_65",15,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.2905041773869,1981,4.30529654170132,-0.0034417686961531,"65 %"
"harvest_85",15,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.25286734116984,1981,4.30529654170132,-0.012252594636711,"85 %"
"harvest_45",16,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29745150814635,1981,4.29858379177764,-0.000263443226634687,"45 %"
"harvest_65",16,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.28827995156744,1981,4.29858379177764,-0.00239990885232159,"65 %"
"harvest_85",16,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.25461428963253,1981,4.29858379177764,-0.0102815085207793,"85 %"
"harvest_45",17,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29292499119558,1981,4.30115101109139,-0.00191434714000575,"45 %"
"harvest_65",17,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.28276465683663,1981,4.30115101109139,-0.00428391496020901,"65 %"
"harvest_85",17,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.25703599684381,1981,4.30115101109139,-0.0103095211499466,"85 %"
"harvest_45",18,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29705508556611,1981,4.30115527138864,-0.000953730128272135,"45 %"
"harvest_65",18,"GPP","Annual  Gross primary productivity","MgC ha-1 year-1",4.29195448176919,1981,4.30115527138864,-0.0021414350333666,"65 %"
